case_id,kn,surface_id,s_over_Lw,x_m,y_m,records,cp_dsmc,cp_dsmc_sem,cp_s3,cp_full_control,cf_dsmc,cf_dsmc_sem,cf_s3,cf_full_control
ISO_Ma6_Kn0p8,0.8,1031,0.8456687222339851,0.23683349999999997,0.0095,324,-0.01602598770980379,0.0014735148819234915,-0.016073744480490947,-0.016016324120030102,-0.0015153154899261718,0.0005047959979141642,-0.0017025236953572848,-0.0015109344640218505
ISO_Ma6_Kn0p8,0.8,1032,0.8628149275797142,0.2371665,0.0085,328,-0.016031640508352357,0.0012954084232722847,-0.01595325687514746,-0.016022143824014713,-0.0009758677259662136,0.0004329770129701038,-0.0011827884627713709,-0.0009711991969163577
ISO_Ma6_Kn0p8,0.8,1033,0.8799637045345188,0.2375,0.0075,332,-0.015692240971431463,0.000983880832457413,-0.015749539566761,-0.015682853616275416,-4.25739461908201e-05,0.0005778897005524514,-0.00018395751508603407,-5.317503663920171e-05
ISO_Ma6_Kn0p8,0.8,1034,0.8971124814893234,0.23783349999999998,0.006500000000000001,321,-0.0163478659167837,0.0013625248683302967,-0.016681949268484684,-0.01633869642473012,-0.0004094735409007792,0.0005148939158820889,-0.0005794937759845657,-0.0004045996529427545
ISO_Ma6_Kn0p8,0.8,1035,0.9142586868350525,0.2381665,0.0055,314,-0.015978000493079524,0.001276133321110203,-0.016342141225282557,-0.01596845710639902,-0.0009244051939522183,0.0008300486539958767,-0.0008747425026675458,-0.0009196940815341103
ISO_Ma6_Kn0p8,0.8,1036,0.9314074637898572,0.2385,0.0045000000000000005,336,-0.015056773178579952,0.0015131556597674678,-0.015360447734285765,-0.015046971707532808,8.756320888785194e-05,0.000343665726238586,-0.0003541464081440727,7.664915831211483e-05
ISO_Ma6_Kn0p8,0.8,1037,0.9485562407446617,0.23883349999999998,0.0035,334,-0.016007580931127495,0.0002262941307180025,-0.015841898813226542,-0.01599796569403483,-0.001347454730732801,0.0006960983397866584,-7.278695114210074e-05,-0.0013429767710492907
ISO_Ma6_Kn0p8,0.8,1038,0.9657024460903908,0.2391665,0.0025,342,-0.014703487929041827,0.0016131409738001927,-0.014990604536347093,-0.014693116677144758,-0.0015194696426082208,0.0006752202938099047,-0.0006858297799560766,-0.0015146948897078803
ISO_Ma6_Kn0p8,0.8,1039,0.9828512230451953,0.2395,0.0015,327,-0.01524506883645652,0.00102074263598431,-0.015792687845187097,-0.015235725420224161,-0.0004963286846189109,0.0002132229585857382,-0.0005618748376599052,-0.0005074394418709272
ISO_Ma6_Kn0p8,0.8,1040,1.0,0.23983349999999998,0.0005,344,-0.015435762828986992,0.0009811836874221377,-0.0152918392756822,-0.015426306422167422,0.0003587464232139155,0.00038459675250404504,0.00040207395726666456,0.0003643059143234034
